date,channel,campaign,geo,creative_id,impressions,clicks,cost
2024-03-08,Meta,Prospecting,PT,meta_c03,296,7,3.36
2024-03-08,Meta,Prospecting,PT,meta_c04,268,6,2.76
2024-03-08,Meta,Prospecting,PT,meta_c05,201,5,1.94
2024-03-08,Meta,Prospecting,PT,meta_c06,170,4,1.72
2024-03-08,Meta,Retargeting,US,meta_c01,1769,44,29.8
2024-03-08,Meta,Retargeting,US,meta_c02,1758,46,30.89
2024-03-08,Meta,Retargeting,US,meta_c03,915,22,12.12
2024-03-08,Meta,Retargeting,US,meta_c04,858,20,11.66
2024-03-08,Meta,Retargeting,US,meta_c05,522,13,7.28
2024-03-08,Meta,Retargeting,US,meta_c06,406,11,6.5
2024-03-08,Meta,Retargeting,UK,meta_c01,812,17,8.55
2024-03-08,Meta,Retargeting,UK,meta_c02,602,14,7.75
2024-03-08,Meta,Retargeting,UK,meta_c03,264,6,3.32
2024-03-08,Meta,Retargeting,UK,meta_c04,161,4,2.9
2024-03-08,Meta,Retargeting,UK,meta_c05,174,4,1.84
2024-03-08,Meta,Retargeting,UK,meta_c06,131,3,1.62
2024-03-08,Meta,Retargeting,CA,meta_c01,355,8,4.33
2024-03-08,Meta,Retargeting,CA,meta_c02,351,7,3.9
2024-03-08,Meta,Retargeting,CA,meta_c03,93,2,1.5
2024-03-08,Meta,Retargeting,CA,meta_c04,149,3,1.49
2024-03-08,Meta,Retargeting,CA,meta_c05,95,2,0.97
2024-03-08,Meta,Retargeting,CA,meta_c06,45,1,0.74
2024-03-08,Meta,Retargeting,AU,meta_c01,399,9,4.95
2024-03-08,Meta,Retargeting,AU,meta_c02,519,9,5.25
2024-03-08,Meta,Retargeting,AU,meta_c03,140,3,2.02
2024-03-08,Meta,Retargeting,AU,meta_c04,203,4,1.77
2024-03-08,Meta,Retargeting,AU,meta_c05,105,2,1.13
2024-03-08,Meta,Retargeting,AU,meta_c06,46,1,0.93
2024-03-08,Meta,Retargeting,DE,meta_c01,382,7,3.82
2024-03-08,Meta,Retargeting,DE,meta_c02,324,7,3.97
2024-03-08,Meta,Retargeting,DE,meta_c03,98,2,1.41
2024-03-08,Meta,Retargeting,DE,meta_c04,93,2,1.29
2024-03-08,Meta,Retargeting,DE,meta_c05,44,1,0.92
2024-03-08,Meta,Retargeting,DE,meta_c06,45,1,0.68
2024-03-08,Meta,Retargeting,PT,meta_c01,95,5,2.92
2024-03-08,Meta,Retargeting,PT,meta_c02,106,5,2.87
2024-03-08,Meta,Retargeting,PT,meta_c03,42,2,1.14
2024-03-08,Meta,Retargeting,PT,meta_c04,45,2,0.97
2024-03-08,Meta,Retargeting,PT,meta_c05,20,1,0.6
2024-03-08,Meta,Retargeting,PT,meta_c06,20,1,0.59
2024-03-09,Google,Brand Search,US,goog_c01,641,51,101.96
2024-03-09,Google,Brand Search,US,goog_c02,493,42,72.42
2024-03-09,Google,Brand Search,UK,goog_c01,187,14,24.32
2024-03-09,Google,Brand Search,UK,goog_c02,134,11,18.16
2024-03-09,Google,Brand Search,CA,goog_c01,141,10,17.34
2024-03-09,Google,Brand Search,CA,goog_c02,101,7,13.45
2024-03-09,Google,Brand Search,AU,goog_c01,102,7,13.39
2024-03-09,Google,Brand Search,AU,goog_c02,102,7,11.7
2024-03-09,Google,Brand Search,DE,goog_c01,85,6,11.03
2024-03-09,Google,Brand Search,DE,goog_c02,56,4,8.98
2024-03-09,Google,Brand Search,PT,goog_c01,25,4,8.37
2024-03-09,Google,Brand Search,PT,goog_c02,29,5,7.67
2024-03-09,Google,Non-Brand Search,US,goog_c03,5363,160,147.93
2024-03-09,Google,Non-Brand Search,US,goog_c04,4674,144,137.85
2024-03-09,Google,Non-Brand Search,UK,goog_c03,1207,34,36.7
2024-03-09,Google,Non-Brand Search,UK,goog_c04,1097,33,36.3
2024-03-09,Google,Non-Brand Search,CA,goog_c03,969,27,22.48
2024-03-09,Google,Non-Brand Search,CA,goog_c04,525,17,17.13
2024-03-09,Google,Non-Brand Search,AU,goog_c03,782,20,17.47
2024-03-09,Google,Non-Brand Search,AU,goog_c04,862,21,17.25
2024-03-09,Google,Non-Brand Search,DE,goog_c03,586,16,15.65
2024-03-09,Google,Non-Brand Search,DE,goog_c04,550,15,15.02
2024-03-09,Google,Non-Brand Search,PT,goog_c03,226,13,11.74
2024-03-09,Google,Non-Brand Search,PT,goog_c04,214,12,12.48
2024-03-09,Google,Shopping,US,goog_c05,10613,156,95.69
2024-03-09,Google,Shopping,US,goog_c06,9380,144,105.82
2024-03-09,Google,Shopping,UK,goog_c05,3059,38,24.55
2024-03-09,Google,Shopping,UK,goog_c06,2717,41,25.93
2024-03-09,Google,Shopping,CA,goog_c05,2242,28,16.85
2024-03-09,Google,Shopping,CA,goog_c06,1638,24,16.17
2024-03-09,Google,Shopping,AU,goog_c05,1767,23,14.94
2024-03-09,Google,Shopping,AU,goog_c06,2105,24,13.7
2024-03-09,Google,Shopping,DE,goog_c05,1507,20,13.61
2024-03-09,Google,Shopping,DE,goog_c06,1253,16,12.25
2024-03-09,Google,Shopping,PT,goog_c05,420,14,8.3
2024-03-09,Google,Shopping,PT,goog_c06,469,12,7.62
2024-03-09,Google,Performance Max,US,goog_c07,32094,256,208.68
2024-03-09,Google,Performance Max,US,goog_c08,30387,240,190.88
2024-03-09,Google,Performance Max,UK,goog_c07,8429,65,48.68
2024-03-09,Google,Performance Max,UK,goog_c08,6720,55,39.57
2024-03-09,Google,Performance Max,CA,goog_c07,7059,47,32.7
2024-03-09,Google,Performance Max,CA,goog_c08,4456,33,27.5
2024-03-09,Google,Performance Max,AU,goog_c07,5505,36,25.93
2024-03-09,Google,Performance Max,AU,goog_c08,3547,26,21.41
2024-03-09,Google,Performance Max,DE,goog_c07,5083,31,25.01
2024-03-09,Google,Performance Max,DE,goog_c08,3608,25,20.56
2024-03-09,Google,Performance Max,PT,goog_c07,1221,19,17.41
2024-03-09,Google,Performance Max,PT,goog_c08,1248,19,14.17
2024-03-09,Meta,Prospecting,US,meta_c01,12591,146,64.35
2024-03-09,Meta,Prospecting,US,meta_c02,15410,171,69.72
2024-03-09,Meta,Prospecting,US,meta_c03,7330,90,34.64
2024-03-09,Meta,Prospecting,US,meta_c04,6080,74,30.56
2024-03-09,Meta,Prospecting,US,meta_c05,3173,45,23.85
2024-03-09,Meta,Prospecting,US,meta_c06,3763,44,19.68
2024-03-09,Meta,Prospecting,UK,meta_c01,2992,35,17.49
2024-03-09,Meta,Prospecting,UK,meta_c02,4132,47,18.89
2024-03-09,Meta,Prospecting,UK,meta_c03,1763,21,9.1
2024-03-09,Meta,Prospecting,UK,meta_c04,1582,18,8.33
2024-03-09,Meta,Prospecting,UK,meta_c05,1067,12,4.91
2024-03-09,Meta,Prospecting,UK,meta_c06,1037,12,5.09
2024-03-09,Meta,Prospecting,CA,meta_c01,2100,25,11.56
2024-03-09,Meta,Prospecting,CA,meta_c02,2611,29,13.31
2024-03-09,Meta,Prospecting,CA,meta_c03,1194,13,5.91
2024-03-09,Meta,Prospecting,CA,meta_c04,1094,12,5.51
2024-03-09,Meta,Prospecting,CA,meta_c05,888,9,3.88
2024-03-09,Meta,Prospecting,CA,meta_c06,717,8,3.35
2024-03-09,Meta,Prospecting,AU,meta_c01,1741,18,9.13
2024-03-09,Meta,Prospecting,AU,meta_c02,1985,22,10.13
2024-03-09,Meta,Prospecting,AU,meta_c03,994,10,4.38
2024-03-09,Meta,Prospecting,AU,meta_c04,963,10,4.52
2024-03-09,Meta,Prospecting,AU,meta_c05,737,7,3.0
2024-03-09,Meta,Prospecting,AU,meta_c06,620,6,2.77
2024-03-09,Meta,Prospecting,DE,meta_c01,1463,15,7.37
2024-03-09,Meta,Prospecting,DE,meta_c02,1678,17,7.98
2024-03-09,Meta,Prospecting,DE,meta_c03,724,8,3.7
2024-03-09,Meta,Prospecting,DE,meta_c04,818,8,3.51
2024-03-09,Meta,Prospecting,DE,meta_c05,601,6,2.39
2024-03-09,Meta,Prospecting,DE,meta_c06,424,4,2.1
2024-03-09,Meta,Prospecting,PT,meta_c01,509,12,5.66
2024-03-09,Meta,Prospecting,PT,meta_c02,669,15,6.02
2024-03-09,Meta,Prospecting,PT,meta_c03,262,6,2.97
2024-03-09,Meta,Prospecting,PT,meta_c04,264,6,2.75
2024-03-09,Meta,Prospecting,PT,meta_c05,155,4,1.88
2024-03-09,Meta,Prospecting,PT,meta_c06,136,3,1.59
2024-03-09,Meta,Retargeting,US,meta_c01,2272,58,33.97
2024-03-09,Meta,Retargeting,US,meta_c02,1986,50,29.95
2024-03-09,Meta,Retargeting,US,meta_c03,939,24,12.59
2024-03-09,Meta,Retargeting,US,meta_c04,745,17,11.44
2024-03-09,Meta,Retargeting,US,meta_c05,502,13,7.2
2024-03-09,Meta,Retargeting,US,meta_c06,477,12,6.4
2024-03-09,Meta,Retargeting,UK,meta_c01,576,13,8.61
2024-03-09,Meta,Retargeting,UK,meta_c02,646,15,9.18
2024-03-09,Meta,Retargeting,UK,meta_c03,248,6,3.17
2024-03-09,Meta,Retargeting,UK,meta_c04,207,5,2.8
2024-03-09,Meta,Retargeting,UK,meta_c05,132,3,1.7
2024-03-09,Meta,Retargeting,UK,meta_c06,150,3,1.63
2024-03-09,Meta,Retargeting,CA,meta_c01,424,9,5.27
2024-03-09,Meta,Retargeting,CA,meta_c02,355,8,5.05
2024-03-09,Meta,Retargeting,CA,meta_c03,129,3,1.91
2024-03-09,Meta,Retargeting,CA,meta_c04,142,3,1.79
2024-03-09,Meta,Retargeting,CA,meta_c05,86,2,1.07
2024-03-09,Meta,Retargeting,CA,meta_c06,40,1,0.89
2024-03-09,Meta,Retargeting,AU,meta_c01,293,7,4.56
2024-03-09,Meta,Retargeting,AU,meta_c02,407,9,4.68
2024-03-09,Meta,Retargeting,AU,meta_c03,142,3,1.8
2024-03-09,Meta,Retargeting,AU,meta_c04,140,3,1.76
2024-03-09,Meta,Retargeting,AU,meta_c05,91,2,1.1
2024-03-09,Meta,Retargeting,AU,meta_c06,89,2,0.9
2024-03-09,Meta,Retargeting,DE,meta_c01,391,8,4.74
2024-03-09,Meta,Retargeting,DE,meta_c02,309,7,4.23
2024-03-09,Meta,Retargeting,DE,meta_c03,157,3,1.78
2024-03-09,Meta,Retargeting,DE,meta_c04,139,3,1.5
2024-03-09,Meta,Retargeting,DE,meta_c05,110,2,0.96
2024-03-09,Meta,Retargeting,DE,meta_c06,45,1,0.75
2024-03-09,Meta,Retargeting,PT,meta_c01,79,4,2.87
2024-03-09,Meta,Retargeting,PT,meta_c02,106,5,2.94
2024-03-09,Meta,Retargeting,PT,meta_c03,43,2,1.13
2024-03-09,Meta,Retargeting,PT,meta_c04,43,2,0.98
2024-03-09,Meta,Retargeting,PT,meta_c05,19,1,0.68
2024-03-09,Meta,Retargeting,PT,meta_c06,21,1,0.54
2024-03-10,Google,Brand Search,US,goog_c01,618,50,105.05
2024-03-10,Google,Brand Search,US,goog_c02,524,44,81.61
2024-03-10,Google,Brand Search,UK,goog_c01,200,15,23.87
2024-03-10,Google,Brand Search,UK,goog_c02,127,10,18.89
2024-03-10,Google,Brand Search,CA,goog_c01,152,11,18.0
2024-03-10,Google,Brand Search,CA,goog_c02,87,7,12.63
2024-03-10,Google,Brand Search,AU,goog_c01,127,9,14.53
2024-03-10,Google,Brand Search,AU,goog_c02,90,6,11.43
2024-03-10,Google,Brand Search,DE,goog_c01,105,7,14.03
2024-03-10,Google,Brand Search,DE,goog_c02,77,5,10.36
2024-03-10,Google,Brand Search,PT,goog_c01,22,4,7.65
2024-03-10,Google,Brand Search,PT,goog_c02,26,4,6.96
2024-03-10,Google,Non-Brand Search,US,goog_c03,5074,155,135.14
2024-03-10,Google,Non-Brand Search,US,goog_c04,4364,130,117.4
2024-03-10,Google,Non-Brand Search,UK,goog_c03,1205,36,33.5
2024-03-10,Google,Non-Brand Search,UK,goog_c04,1131,32,31.33
2024-03-10,Google,Non-Brand Search,CA,goog_c03,928,27,25.45
2024-03-10,Google,Non-Brand Search,CA,goog_c04,875,24,20.8
2024-03-10,Google,Non-Brand Search,AU,goog_c03,732,19,18.0
2024-03-10,Google,Non-Brand Search,AU,goog_c04,573,16,15.95
2024-03-10,Google,Non-Brand Search,DE,goog_c03,670,18,17.73
2024-03-10,Google,Non-Brand Search,DE,goog_c04,641,15,15.08
2024-03-10,Google,Non-Brand Search,PT,goog_c03,182,12,11.33
2024-03-10,Google,Non-Brand Search,PT,goog_c04,202,11,9.89
2024-03-10,Google,Shopping,US,goog_c05,11714,168,94.88
2024-03-10,Google,Shopping,US,goog_c06,9763,144,103.46
2024-03-10,Google,Shopping,UK,goog_c05,2595,40,25.32
2024-03-10,Google,Shopping,UK,goog_c06,2838,39,26.86
2024-03-10,Google,Shopping,CA,goog_c05,2119,27,17.45
2024-03-10,Google,Shopping,CA,goog_c06,1852,28,17.95
2024-03-10,Google,Shopping,AU,goog_c05,1853,25,14.31
2024-03-10,Google,Shopping,AU,goog_c06,1234,16,12.82
2024-03-10,Google,Shopping,DE,goog_c05,1121,14,10.2
2024-03-10,Google,Shopping,DE,goog_c06,1381,18,11.93
2024-03-10,Google,Shopping,PT,goog_c05,528,17,9.06
2024-03-10,Google,Shopping,PT,goog_c06,522,13,8.48
2024-03-10,Google,Performance Max,US,goog_c07,26228,213,167.61
2024-03-10,Google,Performance Max,US,goog_c08,26900,198,145.79
2024-03-10,Google,Performance Max,UK,goog_c07,6120,49,43.44
2024-03-10,Google,Performance Max,UK,goog_c08,5333,39,36.25
2024-03-10,Google,Performance Max,CA,goog_c07,5229,38,30.6
2024-03-10,Google,Performance Max,CA,goog_c08,4293,29,24.85
2024-03-10,Google,Performance Max,AU,goog_c07,4484,28,22.29
2024-03-10,Google,Performance Max,AU,goog_c08,4394,29,22.69
2024-03-10,Google,Performance Max,DE,goog_c07,4358,27,22.58
2024-03-10,Google,Performance Max,DE,goog_c08,4242,30,20.48
2024-03-10,Google,Performance Max,PT,goog_c07,1291,21,17.93
2024-03-10,Google,Performance Max,PT,goog_c08,1078,16,15.58
2024-03-10,Meta,Prospecting,US,meta_c01,9466,115,59.48
2024-03-10,Meta,Prospecting,US,meta_c02,10980,138,67.41
2024-03-10,Meta,Prospecting,US,meta_c03,5489,70,35.01
2024-03-10,Meta,Prospecting,US,meta_c04,6214,73,29.85
2024-03-10,Meta,Prospecting,US,meta_c05,3964,45,22.38
2024-03-10,Meta,Prospecting,US,meta_c06,3633,46,18.48
2024-03-10,Meta,Prospecting,UK,meta_c01,2481,29,14.93
2024-03-10,Meta,Prospecting,UK,meta_c02,3244,37,16.17
2024-03-10,Meta,Prospecting,UK,meta_c03,1611,19,7.93
2024-03-10,Meta,Prospecting,UK,meta_c04,1744,18,7.46
2024-03-10,Meta,Prospecting,UK,meta_c05,1166,12,5.13
2024-03-10,Meta,Prospecting,UK,meta_c06,1038,12,5.04
2024-03-10,Meta,Prospecting,CA,meta_c01,2132,24,10.73
2024-03-10,Meta,Prospecting,CA,meta_c02,2598,25,11.08
2024-03-10,Meta,Prospecting,CA,meta_c03,1054,12,5.71
2024-03-10,Meta,Prospecting,CA,meta_c04,987,11,5.07
2024-03-10,Meta,Prospecting,CA,meta_c05,720,8,3.77
2024-03-10,Meta,Prospecting,CA,meta_c06,718,8,3.17
2024-03-10,Meta,Prospecting,AU,meta_c01,1895,19,9.58
2024-03-10,Meta,Prospecting,AU,meta_c02,1631,19,8.66
2024-03-10,Meta,Prospecting,AU,meta_c03,856,8,4.2
2024-03-10,Meta,Prospecting,AU,meta_c04,979,10,4.36
2024-03-10,Meta,Prospecting,AU,meta_c05,535,6,2.71
2024-03-10,Meta,Prospecting,AU,meta_c06,508,5,2.54
2024-03-10,Meta,Prospecting,DE,meta_c01,1679,16,7.27
2024-03-10,Meta,Prospecting,DE,meta_c02,1709,18,7.59
2024-03-10,Meta,Prospecting,DE,meta_c03,988,10,4.08
2024-03-10,Meta,Prospecting,DE,meta_c04,701,7,3.54
2024-03-10,Meta,Prospecting,DE,meta_c05,553,5,2.66
2024-03-10,Meta,Prospecting,DE,meta_c06,575,6,2.33
2024-03-10,Meta,Prospecting,PT,meta_c01,560,13,5.11
2024-03-10,Meta,Prospecting,PT,meta_c02,601,13,5.67
2024-03-10,Meta,Prospecting,PT,meta_c03,227,6,3.09
2024-03-10,Meta,Prospecting,PT,meta_c04,245,6,2.53
2024-03-10,Meta,Prospecting,PT,meta_c05,180,4,1.85
2024-03-10,Meta,Prospecting,PT,meta_c06,125,3,1.64
2024-03-10,Meta,Retargeting,US,meta_c01,2493,63,33.16
2024-03-10,Meta,Retargeting,US,meta_c02,2256,52,30.13
2024-03-10,Meta,Retargeting,US,meta_c03,1014,22,12.53
2024-03-10,Meta,Retargeting,US,meta_c04,700,18,10.67
2024-03-10,Meta,Retargeting,US,meta_c05,509,12,6.54
2024-03-10,Meta,Retargeting,US,meta_c06,342,9,5.97
2024-03-10,Meta,Retargeting,UK,meta_c01,606,12,7.9
2024-03-10,Meta,Retargeting,UK,meta_c02,494,12,7.49
2024-03-10,Meta,Retargeting,UK,meta_c03,229,5,2.76
2024-03-10,Meta,Retargeting,UK,meta_c04,207,5,3.06
2024-03-10,Meta,Retargeting,UK,meta_c05,133,3,1.65
2024-03-10,Meta,Retargeting,UK,meta_c06,117,3,1.44
2024-03-10,Meta,Retargeting,CA,meta_c01,539,12,5.76
2024-03-10,Meta,Retargeting,CA,meta_c02,314,8,5.11
2024-03-10,Meta,Retargeting,CA,meta_c03,135,3,2.04
2024-03-10,Meta,Retargeting,CA,meta_c04,127,3,1.71
2024-03-10,Meta,Retargeting,CA,meta_c05,80,2,1.18
2024-03-10,Meta,Retargeting,CA,meta_c06,88,2,0.98
2024-03-10,Meta,Retargeting,AU,meta_c01,367,8,4.09
2024-03-10,Meta,Retargeting,AU,meta_c02,342,8,3.91
2024-03-10,Meta,Retargeting,AU,meta_c03,132,3,1.44
2024-03-10,Meta,Retargeting,AU,meta_c04,78,2,1.3
2024-03-10,Meta,Retargeting,AU,meta_c05,47,1,0.85
2024-03-10,Meta,Retargeting,AU,meta_c06,46,1,0.7
2024-03-10,Meta,Retargeting,DE,meta_c01,345,7,3.81
2024-03-10,Meta,Retargeting,DE,meta_c02,315,7,3.57
2024-03-10,Meta,Retargeting,DE,meta_c03,156,3,1.56
2024-03-10,Meta,Retargeting,DE,meta_c04,154,3,1.45
2024-03-10,Meta,Retargeting,DE,meta_c05,98,2,0.93
2024-03-10,Meta,Retargeting,DE,meta_c06,51,1,0.78
2024-03-10,Meta,Retargeting,PT,meta_c01,102,5,2.73
2024-03-10,Meta,Retargeting,PT,meta_c02,83,4,2.59
2024-03-10,Meta,Retargeting,PT,meta_c03,20,1,1.0
2024-03-10,Meta,Retargeting,PT,meta_c04,38,2,0.86
2024-03-10,Meta,Retargeting,PT,meta_c05,18,1,0.57
2024-03-10,Meta,Retargeting,PT,meta_c06,19,1,0.51
2024-03-11,Google,Brand Search,US,goog_c01,631,48,85.52
2024-03-11,Google,Brand Search,US,goog_c02,385,31,70.65
2024-03-11,Google,Brand Search,UK,goog_c01,129,11,19.02
2024-03-11,Google,Brand Search,UK,goog_c02,103,8,15.06
2024-03-11,Google,Brand Search,CA,goog_c01,106,8,13.26
2024-03-11,Google,Brand Search,CA,goog_c02,70,6,9.96
2024-03-11,Google,Brand Search,AU,goog_c01,92,6,11.48
2024-03-11,Google,Brand Search,AU,goog_c02,69,5,9.55
2024-03-11,Google,Brand Search,DE,goog_c01,84,6,9.53
2024-03-11,Google,Brand Search,DE,goog_c02,68,4,8.54
2024-03-11,Google,Brand Search,PT,goog_c01,23,4,8.42
2024-03-11,Google,Brand Search,PT,goog_c02,25,4,6.6
2024-03-11,Google,Non-Brand Search,US,goog_c03,5471,168,133.5
2024-03-11,Google,Non-Brand Search,US,goog_c04,3747,119,111.71
2024-03-11,Google,Non-Brand Search,UK,goog_c03,811,24,22.83
2024-03-11,Google,Non-Brand Search,UK,goog_c04,1214,33,25.98
2024-03-11,Google,Non-Brand Search,CA,goog_c03,657,20,18.73
2024-03-11,Google,Non-Brand Search,CA,goog_c04,657,18,19.12
2024-03-11,Google,Non-Brand Search,AU,goog_c03,592,16,15.75
2024-03-11,Google,Non-Brand Search,AU,goog_c04,657,16,13.37
2024-03-11,Google,Non-Brand Search,DE,goog_c03,581,16,14.13
2024-03-11,Google,Non-Brand Search,DE,goog_c04,558,14,12.22
2024-03-11,Google,Non-Brand Search,PT,goog_c03,176,11,10.11
2024-03-11,Google,Non-Brand Search,PT,goog_c04,164,10,8.9
2024-03-11,Google,Shopping,US,goog_c05,8382,117,78.26
2024-03-11,Google,Shopping,US,goog_c06,8333,123,76.89
2024-03-11,Google,Shopping,UK,goog_c05,2385,32,21.54
2024-03-11,Google,Shopping,UK,goog_c06,3128,41,23.27
2024-03-11,Google,Shopping,CA,goog_c05,1422,21,12.68
2024-03-11,Google,Shopping,CA,goog_c06,1418,21,12.44
2024-03-11,Google,Shopping,AU,goog_c05,1711,22,13.58
2024-03-11,Google,Shopping,AU,goog_c06,1331,17,11.75
2024-03-11,Google,Shopping,DE,goog_c05,1505,18,10.57
2024-03-11,Google,Shopping,DE,goog_c06,1465,17,11.1
2024-03-11,Google,Shopping,PT,goog_c05,322,10,6.24
2024-03-11,Google,Shopping,PT,goog_c06,346,10,6.76
2024-03-11,Google,Performance Max,US,goog_c07,18698,155,157.86
2024-03-11,Google,Performance Max,US,goog_c08,19289,149,116.48
2024-03-11,Google,Performance Max,UK,goog_c07,6837,49,41.39
2024-03-11,Google,Performance Max,UK,goog_c08,5896,46,33.81
2024-03-11,Google,Performance Max,CA,goog_c07,4598,32,22.0
2024-03-11,Google,Performance Max,CA,goog_c08,3308,24,20.45
2024-03-11,Google,Performance Max,AU,goog_c07,3696,27,21.46
2024-03-11,Google,Performance Max,AU,goog_c08,3073,22,17.81
2024-03-11,Google,Performance Max,DE,goog_c07,3544,24,19.29
2024-03-11,Google,Performance Max,DE,goog_c08,3626,21,15.91
2024-03-11,Google,Performance Max,PT,goog_c07,1062,17,13.29
2024-03-11,Google,Performance Max,PT,goog_c08,1039,17,12.34
2024-03-11,Meta,Prospecting,US,meta_c01,10507,130,54.55
2024-03-11,Meta,Prospecting,US,meta_c02,10986,144,64.27
2024-03-11,Meta,Prospecting,US,meta_c03,4930,55,26.42
2024-03-11,Meta,Prospecting,US,meta_c04,4822,59,24.38
2024-03-11,Meta,Prospecting,US,meta_c05,3607,41,17.83
2024-03-11,Meta,Prospecting,US,meta_c06,2760,35,15.72
2024-03-11,Meta,Prospecting,UK,meta_c01,2605,30,12.16
2024-03-11,Meta,Prospecting,UK,meta_c02,2365,29,13.91
2024-03-11,Meta,Prospecting,UK,meta_c03,1358,15,6.45
2024-03-11,Meta,Prospecting,UK,meta_c04,1157,13,5.82
2024-03-11,Meta,Prospecting,UK,meta_c05,1042,11,4.14
2024-03-11,Meta,Prospecting,UK,meta_c06,764,9,3.98
2024-03-11,Meta,Prospecting,CA,meta_c01,1801,18,8.58
2024-03-11,Meta,Prospecting,CA,meta_c02,2283,25,9.91
2024-03-11,Meta,Prospecting,CA,meta_c03,902,10,4.5
2024-03-11,Meta,Prospecting,CA,meta_c04,773,9,4.2
2024-03-11,Meta,Prospecting,CA,meta_c05,756,8,3.12
2024-03-11,Meta,Prospecting,CA,meta_c06,445,5,2.6
2024-03-11,Meta,Prospecting,AU,meta_c01,1403,16,6.95
2024-03-11,Meta,Prospecting,AU,meta_c02,1923,19,7.39
2024-03-11,Meta,Prospecting,AU,meta_c03,770,8,3.8
2024-03-11,Meta,Prospecting,AU,meta_c04,593,6,3.46
2024-03-11,Meta,Prospecting,AU,meta_c05,417,4,2.25
2024-03-11,Meta,Prospecting,AU,meta_c06,470,5,2.2
2024-03-11,Meta,Prospecting,DE,meta_c01,1831,17,6.86
2024-03-11,Meta,Prospecting,DE,meta_c02,1308,15,6.94
2024-03-11,Meta,Prospecting,DE,meta_c03,660,7,3.38
2024-03-11,Meta,Prospecting,DE,meta_c04,814,7,3.1
2024-03-11,Meta,Prospecting,DE,meta_c05,578,6,2.23
2024-03-11,Meta,Prospecting,DE,meta_c06,384,4,1.91
2024-03-11,Meta,Prospecting,PT,meta_c01,433,10,4.16
2024-03-11,Meta,Prospecting,PT,meta_c02,491,11,4.56
2024-03-11,Meta,Prospecting,PT,meta_c03,222,5,2.07
2024-03-11,Meta,Prospecting,PT,meta_c04,171,4,2.16
2024-03-11,Meta,Prospecting,PT,meta_c05,143,3,1.58
2024-03-11,Meta,Prospecting,PT,meta_c06,125,3,1.16
2024-03-11,Meta,Retargeting,US,meta_c01,2047,49,28.56
2024-03-11,Meta,Retargeting,US,meta_c02,2291,58,28.31
2024-03-11,Meta,Retargeting,US,meta_c03,598,16,9.72
2024-03-11,Meta,Retargeting,US,meta_c04,594,15,9.82
2024-03-11,Meta,Retargeting,US,meta_c05,463,12,6.27
2024-03-11,Meta,Retargeting,US,meta_c06,339,9,5.6
2024-03-11,Meta,Retargeting,UK,meta_c01,411,11,6.22
2024-03-11,Meta,Retargeting,UK,meta_c02,490,11,5.72
2024-03-11,Meta,Retargeting,UK,meta_c03,165,4,2.32
2024-03-11,Meta,Retargeting,UK,meta_c04,173,4,2.17
2024-03-11,Meta,Retargeting,UK,meta_c05,84,2,1.35
2024-03-11,Meta,Retargeting,UK,meta_c06,77,2,1.06
2024-03-11,Meta,Retargeting,CA,meta_c01,391,9,4.57
2024-03-11,Meta,Retargeting,CA,meta_c02,329,8,4.22
2024-03-11,Meta,Retargeting,CA,meta_c03,146,3,1.64
2024-03-11,Meta,Retargeting,CA,meta_c04,143,3,1.5
2024-03-11,Meta,Retargeting,CA,meta_c05,81,2,0.96
2024-03-11,Meta,Retargeting,CA,meta_c06,85,2,0.9
2024-03-11,Meta,Retargeting,AU,meta_c01,313,7,3.73
2024-03-11,Meta,Retargeting,AU,meta_c02,263,6,3.12
2024-03-11,Meta,Retargeting,AU,meta_c03,92,2,1.36
2024-03-11,Meta,Retargeting,AU,meta_c04,89,2,1.3
2024-03-11,Meta,Retargeting,AU,meta_c05,45,1,0.8
2024-03-11,Meta,Retargeting,AU,meta_c06,48,1,0.63
2024-03-11,Meta,Retargeting,DE,meta_c01,295,6,3.45
2024-03-11,Meta,Retargeting,DE,meta_c02,223,5,3.19
2024-03-11,Meta,Retargeting,DE,meta_c03,99,2,1.24
2024-03-11,Meta,Retargeting,DE,meta_c04,92,2,1.1
2024-03-11,Meta,Retargeting,DE,meta_c05,49,1,0.76
2024-03-11,Meta,Retargeting,DE,meta_c06,56,1,0.68
2024-03-11,Meta,Retargeting,PT,meta_c01,83,4,2.55
2024-03-11,Meta,Retargeting,PT,meta_c02,82,4,2.21
2024-03-11,Meta,Retargeting,PT,meta_c03,41,2,0.94
2024-03-11,Meta,Retargeting,PT,meta_c04,39,2,0.9
2024-03-11,Meta,Retargeting,PT,meta_c05,20,1,0.51
2024-03-11,Meta,Retargeting,PT,meta_c06,19,1,0.47
2024-03-12,Google,Brand Search,US,goog_c01,494,44,70.3
2024-03-12,Google,Brand Search,US,goog_c02,345,29,56.31
2024-03-12,Google,Brand Search,UK,goog_c01,157,12,18.86
2024-03-12,Google,Brand Search,UK,goog_c02,115,8,16.53
2024-03-12,Google,Brand Search,CA,goog_c01,90,7,13.78
2024-03-12,Google,Brand Search,CA,goog_c02,84,6,10.59
2024-03-12,Google,Brand Search,AU,goog_c01,78,6,10.45
2024-03-12,Google,Brand Search,AU,goog_c02,65,5,9.51
2024-03-12,Google,Brand Search,DE,goog_c01,88,5,8.43
2024-03-12,Google,Brand Search,DE,goog_c02,53,4,7.42
2024-03-12,Google,Brand Search,PT,goog_c01,23,4,7.06
